response_id,language_have_worked_with,language_want_to_work_with,database_have_worked_with,database_want_to_work_with,platform_have_worked_with,platform_want_to_work_with,web_framework_have_worked_with,web_framework_want_to_work_with,development_environment_have_worked_with,development_environment_want_to_work_with,ai_model_have_worked_with,ai_model_want_to_work_with
42429,Bash/Shell (all shells);HTML/CSS;PHP;Python;SQL,Bash/Shell (all shells);HTML/CSS;PHP;Python;SQL,MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL,Ansible;Chocolatey;Docker;Homebrew;Make;Pacman;Pip,Ansible;Chocolatey;Docker;Homebrew;Make;Pacman;Pip,WordPress,WordPress,Aider;Claude Code;Cursor;Jupyter Notebook/JupyterLab;Neovim;Vim;Visual Studio Code,Aider;Claude Code;Cursor;Jupyter Notebook/JupyterLab;Neovim;Vim;Visual Studio Code,,
42430,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Ruby;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),Dart;Elixir;Erlang;F#;GDScript;Groovy;Kotlin;Lisp;MATLAB;MicroPython;Perl;Scala;Swift;Zig;Gleam,MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,BigQuery;Cassandra;Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;Redis;Snowflake;Cockroachdb;Pocketbase,Amazon Web Services (AWS);APT;Bun;Cargo;Chocolatey;Cloudflare;Composer;Datadog;Docker;Firebase;Gradle;Homebrew;Make;Microsoft Azure;MSBuild;Netlify;npm;NuGet;Pacman;Pip;pnpm;Podman;Poetry;Railway;Supabase;Vercel;Vite;Webpack;Yarn,Digital Ocean;Google Cloud;Heroku;Kubernetes;Ninja;Prometheus,ASP.NET;ASP.NET Core;Blazor;Deno;Express;Flask;Next.js;Node.js;React;Ruby on Rails;Svelte;Vue.js;WordPress,Astro;Django;Svelte,Android Studio;Bolt;Claude Code;Nano;Neovim;PyCharm;Vim;Visual Studio;Visual Studio Code,Nano;Neovim;PyCharm;Vim;Visual Studio;Visual Studio Code;Xcode;Zed,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);openAI GPT (chatbot models);openAI Reasoning models
42431,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,Cloud Firestore;Firebase Realtime Database;MongoDB,Cloud Firestore;MongoDB;PostgreSQL;Supabase,Firebase;Google Cloud;Netlify;npm;Vercel;Vite;Yarn,Amazon Web Services (AWS);Cloudflare;Composer;Docker;Firebase;Google Cloud;IBM Cloud;Kubernetes;Microsoft Azure;Netlify;npm;pnpm;Railway;Supabase;Terraform;Vercel;Vite;Yarn,Express;Node.js;React,Astro;Deno;Express;Fastify;NestJS;Next.js;Node.js;React;Vue.js;WordPress,Notepad++;Visual Studio Code,Cursor;Lovable.dev;Notepad++;Visual Studio Code,,
42432,COBOL;Fortran;GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Swift;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,Cloud Firestore;Databricks SQL;Microsoft Access;Microsoft SQL Server;MySQL;Oracle,BigQuery;Cassandra;Cosmos DB;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;IBM DB2;InfluxDB;MariaDB;MongoDB;Neo4J;PostgreSQL;Redis;Snowflake;SQLite;Supabase;Clickhouse;Cockroachdb;Amazon Redshift;Pocketbase;Valkey,Amazon Web Services (AWS);Cloudflare;Google Cloud;IBM Cloud;Microsoft Azure,APT;Bun;Cargo;Chocolatey;Composer;Datadog;Digital Ocean;Docker;Firebase;Gradle;Heroku;Homebrew;Kubernetes;Make;MSBuild;Netlify;New Relic;Ninja;npm;NuGet;Pacman;Pip;pnpm;Podman;Poetry;Prometheus;Railway;Splunk;Supabase;Terraform;Vercel;Vite;Webpack;Yandex Cloud;Yarn,Fastify;Flask;jQuery;WordPress,Angular;AngularJS;ASP.NET;ASP.NET Core;Astro;Blazor;Deno;Django;Drupal;Express;FastAPI;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;React;Ruby on Rails;Spring Boot;Svelte;Symfony;Vue.js;Axum,,,,
42433,,,,,,,,,,,,
42434,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;MicroPython;PowerShell;Python;Visual Basic (.Net),Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MicroPython;Python;Rust,,,Chocolatey;Docker;Make;npm;Pacman;Pip;Poetry,Cargo;Docker;Make;npm;Pacman;Pip;Poetry,Django;Flask;Node.js;React,Django;Flask;Node.js;React,Android Studio;Nano;Neovim;Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,Android Studio;Nano;Neovim;Visual Studio Code,,
42435,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;TypeScript,Bash/Shell (all shells);C#;Rust;Zig;Mojo,MariaDB;PostgreSQL;Redis;SQLite,MariaDB;PostgreSQL;Redis;SQLite,Cargo;Chocolatey;Docker;npm;Pip;pnpm;Poetry;Webpack;Yarn,Cargo;Chocolatey;Docker;Kubernetes;pnpm;Webpack,Next.js;Svelte,Svelte,Claude Code;RustRover;Visual Studio Code,Claude Code;RustRover;Visual Studio Code,Meta Llama (all models);Mistral AI models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Pro Reasoning models);Meta Llama (all models);Mistral AI models
42436,Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Dart;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server,Elasticsearch;Microsoft SQL Server;MongoDB,Chocolatey;Digital Ocean;Docker;npm;NuGet;Vite;Webpack,Digital Ocean;Docker;Kubernetes;NuGet;Vite,ASP.NET;ASP.NET Core;Blazor;Node.js;React,ASP.NET Core;Blazor;React,Android Studio;Nano;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Nano;Notepad++;Visual Studio;Visual Studio Code,openAI GPT (chatbot models),
42437,,,,,,,,,,,,
42438,,,,,,,,,,,,
42439,HTML/CSS;Java;JavaScript;Python;TypeScript,Elixir;Go;Rust;Gleam,MySQL;Oracle;Redis;Pocketbase,Pocketbase,Google Cloud;pnpm;Vercel,Vercel,Angular;Express;Next.js;Svelte,Next.js;Phoenix;Svelte,Aider;Claude Code;Cursor;IntelliJ IDEA;Trae;Visual Studio Code,Aider;Claude Code,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Pro Reasoning models),Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Pro Reasoning models)
42440,,,,,,,,,,,,
42441,HTML/CSS;JavaScript;Python;SQL;Swift;VBA,Rust;Mojo,MariaDB;SQLite,PostgreSQL,Amazon Web Services (AWS);Docker;Homebrew;Pip,Amazon Web Services (AWS),Flask;WordPress,FastAPI,Visual Studio Code;Xcode,Cursor,,
42442,HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,Oracle,Oracle,Chocolatey;Microsoft Azure;Netlify;npm;Vite,Chocolatey;Microsoft Azure;npm;Vite,AngularJS;Django;jQuery;Node.js;React,AngularJS;jQuery;Node.js;React,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,,
42443,,,,,,,,,,,,
42444,Bash/Shell (all shells);C;C++;Go;Java;Kotlin;Python;Rust;SQL;TypeScript,Go;Java;Python;Swift;TypeScript;Zig,MongoDB;MySQL;PostgreSQL,DuckDB;MongoDB;PostgreSQL;Redis;Clickhouse,Amazon Web Services (AWS);Docker;Homebrew;Make;Maven (build tool);Pip,Amazon Web Services (AWS);Bun;Cargo;Docker;Homebrew;Make,FastAPI,Deno;FastAPI,Aider;IntelliJ IDEA;PyCharm;Vim;Visual Studio Code;WebStorm;Windsurf,Claude Code;Cline and/or Roo;Cursor;IntelliJ IDEA;PyCharm;WebStorm;Windsurf;Zed,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
42445,,,,,,,,,,,,
42446,Groovy;Java;Kotlin;Swift,,Cloud Firestore;Firebase Realtime Database;SQLite,,Amazon Web Services (AWS);Firebase;Google Cloud;Gradle;Maven (build tool);Microsoft Azure,,,,Android Studio;IntelliJ IDEA;Visual Studio Code;Xcode,,,
42447,Assembly;C;GDScript;Lisp;Lua;Rust,Assembly;C;GDScript;Rust,,,,,,,Neovim;VSCodium,Neovim;VSCodium,,
42448,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Databricks SQL;Microsoft SQL Server,Microsoft SQL Server,Amazon Web Services (AWS);Datadog;Docker;Microsoft Azure;MSBuild;NuGet;Terraform,Amazon Web Services (AWS);Docker;Microsoft Azure;Terraform,Angular;AngularJS;ASP.NET;ASP.NET Core;jQuery,Angular;ASP.NET Core,Nano;Rider;Visual Studio;Visual Studio Code,Nano;Rider;Visual Studio Code,,
42449,Bash/Shell (all shells),Bash/Shell (all shells),Datomic;DuckDB;Dynamodb,Datomic;DuckDB;Dynamodb,Amazon Web Services (AWS);Docker;Homebrew;Terraform,Amazon Web Services (AWS);Docker;Homebrew;Terraform,,,,,,
42450,,,,,,,,,,,,
42451,C++,Python,,,,,,,,,,
42452,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;JavaScript;Python;Rust;SQL;TypeScript,SQLite,SQLite,APT;Chocolatey;Digital Ocean;Docker;Google Cloud;npm;Pip,APT;Chocolatey;Digital Ocean;Docker;Google Cloud;npm;Pip,Node.js,Node.js,Neovim,Neovim,,
42453,HTML/CSS;Java;JavaScript;SQL;VBA,,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,,Amazon Web Services (AWS);Cloudflare;Docker;Microsoft Azure,,jQuery,,Claude Code;Eclipse;IntelliJ IDEA;Notepad++,,,
42454,HTML/CSS;JavaScript;PHP;SQL,JavaScript;PHP;SQL,MySQL,MySQL,,,jQuery;WordPress,jQuery;WordPress,Notepad++;Visual Studio Code,Visual Studio Code,,
42455,Dart;HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,C#;Dart;HTML/CSS;Kotlin;Rust;Swift;TypeScript;Mojo,Cloud Firestore,Cloud Firestore;MongoDB;PostgreSQL;SQLite;Pocketbase,,,Angular;Next.js;Node.js;React;Svelte,Angular;Astro;Laravel;Next.js;Node.js;React,Aider;Android Studio;Bolt;Cline and/or Roo;Cursor;Lovable.dev;Sublime Text;Trae;Visual Studio Code;VSCodium;Windsurf,Android Studio;Bolt;Cline and/or Roo;Lovable.dev;Visual Studio Code;Windsurf;Zed,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models
42456,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,Kotlin;Python;Swift;TypeScript,MySQL,Firebase Realtime Database;SQLite,,,Drupal;Next.js;React,Drupal;Next.js;Node.js;Spring Boot;Symfony,Android Studio;Visual Studio Code,Cursor;Vim;Xcode,,
42457,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MySQL;Redis;SQLite,MySQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Microsoft Azure;Netlify;New Relic;npm;NuGet;Vite;Webpack,Amazon Web Services (AWS);Cloudflare;Docker;Microsoft Azure;npm,ASP.NET;ASP.NET Core;Express;jQuery;Next.js;Node.js;React;WordPress,Express;Node.js;React;WordPress,Lovable.dev;Visual Studio;Visual Studio Code;Zed,Cursor;Visual Studio Code,Meta Llama (all models);openAI GPT (chatbot models),
42458,,,,,,,,,,,,
42459,,,,,,,,,,,,
42460,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Swift;TypeScript,MongoDB;MySQL;Redis,Cloud Firestore;Cosmos DB;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase;Valkey,Composer;Netlify;npm;Pip;Webpack,Composer;Digital Ocean;Docker;Firebase;Google Cloud;Heroku;Microsoft Azure;npm;Pip;Supabase,Astro;Node.js;Symfony;WordPress,ASP.NET;ASP.NET Core;Astro;Blazor;Laravel;Node.js;Symfony;WordPress,Visual Studio Code;Windsurf;Xcode,Visual Studio Code;Xcode,DeepSeek (R- Reasoning models);Meta Llama (all models);Mistral AI models,Alibaba Cloud Qwen models;Amazon Titan models;Anthropic: Claude Sonnet;Cohere: Command A;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models;Reka (Flash 3 or other Reka models);X Grok models
42461,C#;Java;JavaScript;Python;TypeScript,C#;Java;JavaScript;Python;TypeScript,MongoDB,MongoDB,Gradle;Maven (build tool);npm;Pip,Gradle;Maven (build tool);npm;Pip,ASP.NET Core;Node.js,ASP.NET Core;Node.js,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Gemini (Flash general purpose models);openAI GPT (chatbot models),Gemini (Flash general purpose models);openAI GPT (chatbot models)
42462,HTML/CSS;Python;SQL,HTML/CSS;Python;SQL,MySQL;SQLite,MySQL;SQLite,Firebase;Pip,Firebase;Pip,Flask,Django;Flask,Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,PyCharm;Visual Studio Code,openAI GPT (chatbot models),openAI GPT (chatbot models)
42463,Ada;C;C#;C++;COBOL;Dart;Delphi;Erlang;Go;Java;JavaScript;PowerShell;Prolog;Python;R;Ruby;Visual Basic (.Net);Mojo,Ada;C;C#;C++;COBOL;Dart;Delphi;Erlang;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;MATLAB;OCaml;Prolog;Python;Ruby;SQL;Swift;Visual Basic (.Net);Mojo,BigQuery;DuckDB;Elasticsearch;H2;IBM DB2;MariaDB;Microsoft Access;MongoDB;MySQL;Oracle;Redis;SQLite;Clickhouse;Pocketbase,BigQuery;Databricks SQL;DuckDB;Elasticsearch;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Snowflake;SQLite;Clickhouse;Pocketbase,Amazon Web Services (AWS);Bun;Cargo;Chocolatey;Cloudflare;Firebase;Google Cloud;Maven (build tool);Ninja;NuGet;Pacman;Poetry;Yandex Cloud,Amazon Web Services (AWS);Bun;Chocolatey;Cloudflare;Composer;Datadog;Firebase;Google Cloud;Heroku;IBM Cloud;Kubernetes;Maven (build tool);Microsoft Azure;Ninja;Poetry,ASP.NET;Astro;Django;Express;FastAPI;jQuery;Laravel;Next.js;Node.js;React;Svelte;WordPress,ASP.NET;Astro;Deno;Django;Express;FastAPI;jQuery;Laravel;Next.js;Node.js;React;Ruby on Rails;Svelte;WordPress,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Notepad++;Rider;RustRover;Sublime Text;Vim;Visual Studio Code;WebStorm;Xcode;Zed,Android Studio;Claude Code;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Notepad++;Rider;RustRover;Sublime Text;Visual Studio;Visual Studio Code;WebStorm;Xcode;Zed,DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models,Alibaba Cloud Qwen models;Amazon Titan models;Anthropic: Claude Sonnet;Cohere: Command A;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models;Reka (Flash 3 or other Reka models);X Grok models
42464,,,,,,,,,,,,
42465,C#;JavaScript;SQL,C#;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),,,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,,
42466,Ada,,,,Ansible,,ASP.NET,,,,,
42467,C;C++;Elixir;Python,C;C++;Python,,,Google Cloud,Google Cloud,,,Rider,Rider,DeepSeek (V- General purpose models);openAI GPT (chatbot models),
42468,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;Python;TypeScript,Dynamodb;MongoDB;PostgreSQL,Redis,Amazon Web Services (AWS);APT;Docker;Homebrew;npm;Pip;Webpack;Yarn,Amazon Web Services (AWS);Vite,Node.js;React,Next.js;Svelte;Vue.js,Visual Studio Code,,,
42469,,,,,,,,,,,,
42470,,,,,,,,,,,,
42471,,,,,Docker;Make;npm,,Angular;React,Vue.js,Cursor;Notepad++;Vim;Visual Studio Code,Lovable.dev;Windsurf;Zed,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,
42472,,,,,,,,,,,,
42473,Go;Groovy;JavaScript;PowerShell;Python;SQL,,Cosmos DB;Databricks SQL;IBM DB2;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis;Snowflake;Supabase,,Docker;Kubernetes;Microsoft Azure;npm;NuGet;Pip;Supabase;Terraform,Amazon Web Services (AWS);Ansible,Django;Express;FastAPI;Next.js;Node.js;React,,Eclipse;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio;Visual Studio Code,,,
42474,C++;PowerShell,C++,,,,,,,Notepad++;Visual Studio,Notepad++;Visual Studio,,
42475,C#;HTML/CSS;JavaScript;Lua;Python;Rust,Python;Rust,PostgreSQL;SQLite,PostgreSQL;SQLite,Cargo;Pip;Vite,Cargo,,,Jupyter Notebook/JupyterLab;Neovim;Visual Studio,Jupyter Notebook/JupyterLab,,
42476,Erlang;Go;Python,Go;Python,,,,,,,Claude Code;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Claude Code;Cursor;Jupyter Notebook/JupyterLab;Visual Studio Code,Anthropic: Claude Sonnet,Anthropic: Claude Sonnet;Gemini (Pro Reasoning models)
42477,C++;HTML/CSS;Java;JavaScript;Python,,MySQL;PostgreSQL,,,,FastAPI;Spring Boot,,Trae,,DeepSeek (R- Reasoning models);Gemini (Pro Reasoning models),
42478,,,,,,,,,,,,
42479,Assembly;C++;JavaScript;Python;SQL,C++;JavaScript;Python,,,,,,,Visual Studio Code,Visual Studio Code,Gemini (Flash general purpose models);Gemini (Pro Reasoning models),Gemini (Flash general purpose models);Gemini (Pro Reasoning models)
42480,,,,,,,,,,,,
42481,Assembly;Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Python;Rust,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Ansible;APT;Cargo;Docker;Make;npm;Pacman;Pip;Podman;Vercel;Vite,Ansible;Cargo;Podman,Flask;Node.js;Vue.js,,Neovim;Visual Studio Code,Neovim,,
42482,,,,,,,,,,,,
42483,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Lua;Python;Swift;TypeScript,PostgreSQL,Cassandra;Elasticsearch;MongoDB;PostgreSQL;Redis,Docker;Pip;Webpack,Ansible;Cloudflare;Docker;Poetry;Webpack,Django;Next.js;React,Django;React,,,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models;X Grok models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models;Perplexity Sonar models;X Grok models
42484,,,,,,,,,,,,
42485,,,,,,,,,,,,
42486,Java;Kotlin,Kotlin;Rust,,,,,,,Android Studio;IntelliJ IDEA,Android Studio;IntelliJ IDEA,,
42487,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;TypeScript,Bash/Shell (all shells);C;C#;Dart;Go;Kotlin;PowerShell;Python;Swift;TypeScript,,,Amazon Web Services (AWS);Docker;Firebase;Google Cloud;Gradle;Make;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet;Pip,Amazon Web Services (AWS);Datadog;Digital Ocean;Docker;Firebase;Google Cloud;Gradle;Heroku;Make;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet;Pip,,,,,,
42488,PowerShell;VBA;Visual Basic (.Net),,Microsoft Access,Microsoft Access,,,,,,,,
42489,C#;HTML/CSS;JavaScript;PowerShell;Visual Basic (.Net),C#;HTML/CSS;JavaScript;Kotlin;PowerShell,,,,,,,Notepad++;Visual Studio,Android Studio;Notepad++;Visual Studio,,
42490,Assembly;Bash/Shell (all shells);C;C++;Fortran;Python,C;C++;Lisp;Python;Rust;Zig,,,,,,,,,,
42491,Python,,,,,,,,,,Amazon Titan models;Meta Llama (all models);Microsoft Phi-4 models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,
42492,,,,,,,,,,,,
42493,,,,,,,,,,,,
42494,HTML/CSS;Lua;Python,HTML/CSS;Lua;Python,,,,,,,Sublime Text;Visual Studio Code,Sublime Text,,
42495,,,,,,,,,,,,
42496,C#;JavaScript;SQL;TypeScript,C#;JavaScript;PowerShell;Rust;SQL;TypeScript,Microsoft SQL Server;Redis,Microsoft SQL Server;MongoDB;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;MSBuild;npm;NuGet;Vite;Yarn,Amazon Web Services (AWS);Cargo;Cloudflare;Docker;Google Cloud;Microsoft Azure;MSBuild;npm;NuGet;Vite;Yarn,ASP.NET Core;Blazor;Node.js;React;Svelte,ASP.NET Core;Blazor;Node.js;Svelte;Vue.js,,,,
42497,HTML/CSS;JavaScript;TypeScript,Python;TypeScript,,,Homebrew;npm;pnpm;Webpack,Firebase;Heroku;Vercel,jQuery;Node.js;React,Next.js;Vue.js,Visual Studio Code;WebStorm,Cursor,Anthropic: Claude Sonnet,Gemini (Flash general purpose models);Gemini (Pro Reasoning models)
42498,,,,,,,,,,,,
42499,C++;Fortran;Python,,,,,,,,Vim,,,
42500,,,,,,,,,,,,
42501,,,,,,,,,,,,
42502,,,,,,,,,,,,
42503,,,,,,,,,,,,
42504,,,,,,,,,,,,
42505,Assembly;Bash/Shell (all shells);C;Lua,C;C#;Fortran;Go;Kotlin;Lisp;Lua;Swift,,,,,,,,,,
42506,,,,,,,,,,,,
42507,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;SQL,,,,,jQuery,jQuery,,,,
42508,Go;HTML/CSS;Java;JavaScript;Python;TypeScript,C#;C++;COBOL;Go;HTML/CSS;Java;Kotlin;Rust;TypeScript,PostgreSQL,H2;MariaDB;PostgreSQL;SQLite,Cloudflare;Docker;Homebrew;Maven (build tool);npm;Vite;Yarn,Cloudflare;Docker;Gradle;Maven (build tool);Vite,Astro;React,Astro;React;Svelte;Vue.js,Eclipse;IntelliJ IDEA;Notepad++;Visual Studio Code;WebStorm;Xcode,IntelliJ IDEA;Notepad++;Visual Studio Code;WebStorm,openAI GPT (chatbot models),
42509,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,Cassandra;Dynamodb;H2;MongoDB;MySQL;Oracle,Dynamodb;MongoDB,Amazon Web Services (AWS),Amazon Web Services (AWS);Docker;Kubernetes;npm;Terraform;Vercel,Django;Express;Node.js;React,Express;Node.js;React,Eclipse;Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,openAI GPT (chatbot models),openAI GPT (chatbot models)
42510,,,,,,,,,,,,
42511,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Databricks SQL;MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL;Redis;Clickhouse,Amazon Web Services (AWS);Chocolatey;Cloudflare;Docker;Heroku;Make;Netlify;npm;Pip;pnpm,Amazon Web Services (AWS);Cloudflare;Docker;Kubernetes;Netlify;Pip;pnpm;Prometheus;Terraform,Django;Express;FastAPI;Flask;Laravel;WordPress,Django;FastAPI;Flask;Node.js;Svelte,Aider;Android Studio;Cline and/or Roo;Cursor;Jupyter Notebook/JupyterLab;Nano;Notepad++;PhpStorm;PyCharm;Sublime Text;Trae;Visual Studio;Visual Studio Code,Aider;Android Studio;Claude Code;Cursor;Jupyter Notebook/JupyterLab;Nano;Notepad++;Sublime Text;Trae;Visual Studio Code;Windsurf;Zed,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);X Grok models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
42512,,,,,,,,,,,,
42513,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,,PostgreSQL,PostgreSQL,npm;pnpm;Vercel,npm;pnpm;Vercel,Next.js;React,Next.js;React,Visual Studio;Visual Studio Code,Visual Studio,DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models
